s39,s40,s41,v92,v93,v94,v95,v96,v97,v98,v99,oh53,oh54,oh55,oh56,oh57,v100,v101,v102,v103,v104,v105,v106,v107,oh58,oh59,oh60,oh61,oh62
0.58228,0.49561,0.44068,0.0214,0.04532,0.17603,0.23507,0.01349,0.15005,0.31739,0.12082,0.33753,0.36865,0.62195,0.31494,0.09033,0.06591,0.21375,0.13954,0.00207,0.17064,0.2711,0.09695,0.05575,0.27283,0.177,0.3778,0.17945,-0.07629
0.20081,0.21363,0.2826,0.01889,0.11177,0.27104,0.15259,0.09547,0.12589,0.34071,0.07488,-0.27465,-0.24719,0.14283,-0.11474,-0.42786,0.05625,0.12516,0.28969,0.12733,0.11246,0.33742,0.13006,0.04118,-0.31433,-0.39612,0.02075,-0.24536,-0.54443
0.51819,0.45228,0.29114,0.0084,0.01031,0.165,0.27527,0.0,0.11008,0.33633,0.16527,0.2649,0.25268,0.49012,0.2649,-0.07324,0.08017,0.17976,0.16499,0.02372,0.16109,0.26891,0.10232,0.05283,0.16662,0.05005,0.28747,0.07813,-0.16296
0.46936,0.41504,0.3064,0.03148,0.06696,0.23922,0.2794,0.0747,0.12947,0.40301,0.13932,0.10499,0.15076,0.495,0.23011,-0.18005,0.05709,0.23383,0.16754,0.00927,0.176,0.30936,0.1232,0.05611,0.13855,0.05554,0.29663,0.04456,-0.22155
0.21119,0.23743,-0.08117,0.0298,0.15659,0.316,0.33043,0.13665,0.13155,0.50504,0.17004,-0.2948,-0.25147,0.20325,-0.06591,-0.6427,0.09823,0.26938,0.23964,0.17115,0.22582,0.39645,0.0695,0.03571,-0.31494,-0.45776,-0.11292,-0.25512,-0.77697
0.15259,0.17823,-0.10681,0.00084,0.08602,0.20402,0.2928,0.06013,0.09367,0.38224,0.17004,-0.26306,-0.26428,0.0293,-0.16235,-0.61096,0.0638,0.24981,0.19468,0.11547,0.19002,0.34398,0.0701,0.02624,-0.23987,-0.33264,-0.05249,-0.19592,-0.62866
0.56946,0.4889,0.32837,0.03609,0.0649,0.17051,0.32116,0.07725,0.08234,0.3735,0.1602,0.26612,0.3186,0.56397,0.39551,-0.06165,0.07933,0.21942,0.15481,0.02371,0.18346,0.28823,0.09516,0.05211,0.29724,0.18189,0.40466,0.20996,-0.07812
0.60547,0.51575,0.42969,0.02225,0.03142,0.18366,0.24847,0.00291,0.14737,0.33341,0.12798,0.32715,0.3595,0.62378,0.32227,0.06531,0.0596,0.19676,0.16584,0.03041,0.15631,0.28167,0.13424,0.07324,0.21667,0.13001,0.36865,0.094,-0.10315
0.6128,0.53223,0.51941,0.00713,0.0242,0.16245,0.24331,0.01093,0.12827,0.31155,0.13573,0.34363,0.354,0.58777,0.32532,0.06592,0.03316,0.14678,0.21123,0.03195,0.10858,0.28531,0.16705,0.05137,0.2124,0.16418,0.46814,0.12635,-0.00976
0.54261,0.4596,0.43213,0.06045,0.06026,0.14379,0.31704,0.0951,0.06623,0.34763,0.14051,0.32349,0.41138,0.61829,0.48279,0.03601,0.05961,0.21375,0.17899,0.02269,0.16616,0.30499,0.11276,0.03571,0.2594,0.17273,0.43029,0.19959,-0.08056
0.54505,0.45655,0.38941,0.01468,0.01544,0.18112,0.24847,0.00182,0.13633,0.33124,0.13335,0.2649,0.28625,0.54688,0.26795,-0.00794,0.04365,0.22096,0.15863,0.04382,0.159,0.2926,0.08621,0.00692,0.26794,0.20447,0.43274,0.25635,-0.05737
0.53956,0.46631,0.4242,0.00965,0.00207,0.17942,0.25517,0.00984,0.12499,0.33451,0.14081,0.2649,0.27893,0.53711,0.28138,-0.02319,0.02686,0.25032,0.15482,0.06341,0.16407,0.3101,0.07219,0.0215,0.26672,0.22766,0.45044,0.30274,-0.06897
0.56275,0.48523,0.35523,0.00545,0.00669,0.17093,0.25518,0.0,0.1241,0.32722,0.14379,0.26429,0.27222,0.51819,0.26429,-0.02991,0.05919,0.22817,0.1353,0.04537,0.17421,0.27766,0.06891,0.01931,0.22766,0.1416,0.3363,0.19532,-0.12878
0.60547,0.50293,0.53894,0.05624,0.02885,0.16584,0.30466,0.06924,0.09993,0.35783,0.13633,0.42542,0.5072,0.74585,0.54139,0.14648,0.03651,0.18543,0.17644,0.01701,0.13334,0.28276,0.13394,0.04372,0.30639,0.2533,0.5072,0.23316,0.03357
0.61402,0.49866,0.54138,0.00084,0.03039,0.1739,0.22631,0.02077,0.13991,0.30937,0.13037,0.35767,0.35889,0.60913,0.32288,0.09094,0.06674,0.15915,0.18111,0.02525,0.1396,0.26819,0.14199,0.07579,0.35644,0.2594,0.52002,0.2295,0.07081
0.5951,0.50782,0.49378,0.00588,0.01391,0.09247,0.31548,0.00473,0.05698,0.30244,0.18674,0.48096,0.47241,0.60547,0.48889,0.09888,0.06086,0.20139,0.15947,0.02835,0.15989,0.27948,0.12857,0.07287,0.35766,0.26917,0.49865,0.2356,0.03052
0.57984,0.49683,0.48951,0.01931,0.04944,0.18917,0.24022,0.01822,0.16169,0.33232,0.12529,0.3711,0.39917,0.67139,0.34058,0.11475,0.0936,0.23024,0.109,0.03711,0.19987,0.25653,0.05519,0.05502,0.3894,0.2533,0.41015,0.29724,-0.01953
0.51331,0.4419,0.38452,0.05415,0.0515,0.14548,0.30827,0.08344,0.07249,0.34289,0.13991,0.33143,0.41016,0.61951,0.47119,0.04517,0.05961,0.19057,0.13064,0.0103,0.15273,0.24705,0.09784,0.05903,0.26184,0.17517,0.36316,0.16297,-0.05065
0.50538,0.43152,0.39978,0.00713,0.02163,0.14337,0.25517,0.00911,0.11336,0.30354,0.1426,0.32837,0.33874,0.54505,0.31311,0.03662,0.07304,0.20499,0.12724,0.0134,0.17063,0.25433,0.08174,0.05393,0.3009,0.1947,0.3778,0.21057,-0.04821
0.53284,0.45594,0.48279,0.00335,0.00155,0.17263,0.2361,0.00401,0.12052,0.3152,0.13425,0.29603,0.3009,0.54932,0.30274,0.02136,0.05918,0.18543,0.17177,0.01392,0.14945,0.27875,0.12887,0.06121,0.30517,0.21912,0.4663,0.20264,-0.00061
0.53406,0.44434,0.39246,0.01721,0.01133,0.16839,0.25878,0.00692,0.125,0.32759,0.13753,0.25147,0.27649,0.5188,0.26306,-0.02991,0.02519,0.19984,0.19892,0.00258,0.13364,0.31227,0.13842,0.02004,0.22583,0.18921,0.47546,0.19226,-0.0476
0.51087,0.42603,0.47058,0.00965,0.03193,0.16882,0.22115,0.01421,0.13723,0.30136,0.12112,0.318,0.33203,0.57496,0.29419,0.07019,0.04953,0.19521,0.14675,0.02578,0.14826,0.26417,0.11813,0.06122,0.29114,0.21912,0.43029,0.1886,-0.0122
0.53467,0.45166,0.43396,0.04365,0.02008,0.17942,0.27476,0.02368,0.13782,0.34836,0.12798,0.29725,0.36072,0.6189,0.33692,0.0354,0.06296,0.19778,0.16033,0.01546,0.1593,0.27766,0.12171,0.06559,0.28381,0.19226,0.42297,0.17395,-0.04211
0.25452,0.24231,0.03174,0.00966,0.04172,0.1773,0.26857,0.02113,0.10053,0.34216,0.16228,-0.10864,-0.12268,0.13245,-0.07324,-0.44067,0.08647,0.21375,0.19426,0.11187,0.18525,0.31811,0.07189,0.00401,-0.17151,-0.29724,-0.0177,-0.16479,-0.55053
0.19654,0.20997,0.0586,0.06213,0.13495,0.193,0.34126,0.1494,0.05758,0.40703,0.15333,-0.06897,0.02136,0.29908,0.18128,-0.38269,0.05121,0.22508,0.22776,0.07784,0.16675,0.35491,0.11515,0.01057,-0.13733,-0.21179,0.11596,-0.11963,-0.47851
0.20386,0.22522,-0.04394,0.01554,0.0819,0.20826,0.24744,0.04445,0.09904,0.35383,0.15423,-0.23315,-0.25574,0.04395,-0.15869,-0.54871,0.08059,0.24053,0.20995,0.11753,0.19658,0.35054,0.07965,0.01312,-0.26795,-0.38513,-0.08301,-0.24597,-0.67016
0.17884,0.21851,-0.05127,1e-05,0.07314,0.22565,0.25827,0.05174,0.11634,0.37642,0.14946,-0.25756,-0.25757,0.06714,-0.1709,-0.56336,0.08479,0.21323,0.20995,0.09176,0.18376,0.33122,0.09457,0.00875,-0.26489,-0.38818,-0.08606,-0.27954,-0.64086
0.08912,0.15503,-0.09399,0.00503,0.08654,0.21123,0.29074,0.06559,0.09844,0.38699,0.16467,-0.33203,-0.32471,-0.02075,-0.22216,-0.66895,0.08689,0.2426,0.21207,0.13764,0.20226,0.35382,0.06951,0.02186,-0.33264,-0.45898,-0.15381,-0.29602,-0.74646
0.02015,0.0879,-0.22094,0.01596,0.12002,0.22056,0.2794,0.07106,0.08562,0.38699,0.17303,-0.38513,-0.40833,-0.09094,-0.26611,-0.73914,0.09193,0.2807,0.20232,0.1361,0.22791,0.3724,0.06354,0.0164,-0.41748,-0.55115,-0.26001,-0.39001,-0.88378
0.44434,0.39429,0.23804,0.00797,0.0067,0.1773,0.2459,0.01166,0.12082,0.32613,0.13663,0.11414,0.12573,0.38086,0.13367,-0.16541,0.06758,0.1916,0.17432,0.02217,0.159,0.28531,0.10978,0.04299,0.06042,-0.03784,0.21301,-0.01159,-0.26489
0.44068,0.37171,0.31311,0.01343,0.0242,0.17433,0.22424,0.00547,0.13663,0.30827,0.12022,0.13978,0.1593,0.41016,0.13062,-0.1062,0.06381,0.17408,0.18026,0.02578,0.14617,0.27802,0.11187,0.03717,0.09888,0.0061,0.2655,0.03662,-0.20019
0.318,0.29297,0.11658,0.00798,0.06645,0.19384,0.2562,0.04008,0.09785,0.34763,0.15393,-0.01953,-0.03113,0.24781,0.04761,-0.33447,0.08941,0.22972,0.18747,0.06856,0.19659,0.32358,0.09217,0.02915,-0.03296,-0.16296,0.10681,-0.08178,-0.43518
0.28321,0.27771,0.08423,0.00168,0.05203,0.20274,0.26084,0.03826,0.11246,0.35856,0.14976,-0.06958,-0.06714,0.22461,-0.00549,-0.37598,0.10704,0.22096,0.18705,0.09692,0.20405,0.31701,0.07547,0.02441,-0.07202,-0.22766,0.0415,-0.11291,-0.4895
0.29786,0.27527,0.1886,0.01302,0.05666,0.16881,0.28095,0.02878,0.08591,0.34362,0.17183,0.0879,0.06897,0.31189,0.13611,-0.26367,0.08479,0.18233,0.16541,0.02681,0.16586,0.2711,0.10083,0.05466,-0.03662,-0.15991,0.07812,-0.12817,-0.37597
0.5542,0.48523,0.33203,0.00755,0.00927,0.17857,0.25775,1e-05,0.13096,0.33561,0.14379,0.20936,0.22034,0.4773,0.20935,-0.08484,0.05667,0.17048,0.19129,0.01649,0.13901,0.28494,0.14408,0.06085,0.1178,0.0354,0.31066,0.01587,-0.16662
0.50599,0.43763,0.37903,0.03358,0.03089,0.16924,0.23867,0.00729,0.13693,0.31411,0.11426,0.23804,0.28686,0.5304,0.25025,0.00427,0.05163,0.17873,0.18705,0.01495,0.14021,0.28713,0.14021,0.05539,0.16235,0.08728,0.35644,0.06958,-0.12451
0.55542,0.48035,0.30762,0.0105,0.0103,0.1527,0.23146,0.00182,0.11336,0.29479,0.12649,0.18982,0.20508,0.42481,0.19287,-0.06897,0.04995,0.1813,0.1688,0.01907,0.1405,0.27328,0.12976,0.05684,0.16846,0.09583,0.33874,0.07325,-0.11901
0.56214,0.48768,0.30701,0.00672,0.00463,0.165,0.23713,0.00911,0.11873,0.30937,0.142,0.22522,0.21545,0.45288,0.20996,-0.06531,0.06926,0.171,0.18747,0.02578,0.14826,0.28203,0.11694,0.0419,0.11535,0.01465,0.28442,0.04517,-0.18798
0.49195,0.44068,0.31006,0.02392,0.05512,0.14507,0.29796,0.05976,0.0701,0.33524,0.15543,0.30335,0.33813,0.54688,0.40345,-0.01465,0.06338,0.20138,0.13742,0.00103,0.16168,0.26053,0.09606,0.05429,0.16235,0.07019,0.26794,0.07141,-0.16845
0.46082,0.4004,0.27649,0.00209,0.07366,0.12004,0.29435,0.05393,0.04176,0.31119,0.16885,0.19227,0.19531,0.36805,0.2826,-0.1532,0.08017,0.12104,0.17729,0.01649,0.12708,0.23794,0.13424,0.08125,0.06347,-0.0531,0.20202,-0.07263,-0.19653
0.495,0.42725,0.38269,0.00923,0.0139,0.14252,0.23713,0.00182,0.10829,0.29006,0.13066,0.20325,0.21667,0.42176,0.2002,-0.06409,0.0424,0.15194,0.15651,0.04226,0.11813,0.24195,0.13454,0.06668,0.22156,0.15991,0.38513,0.10987,-0.02014
0.53345,0.46387,0.30762,0.00546,0.02369,0.18451,0.24847,0.0215,0.14349,0.33415,0.14767,0.20386,0.19592,0.46143,0.16785,-0.09827,0.06338,0.20036,0.16626,0.00206,0.16109,0.28459,0.11813,0.05648,0.17273,0.08057,0.31982,0.07813,-0.15686
0.49744,0.39063,0.48951,0.03106,0.05047,0.17306,0.19177,0.00875,0.15095,0.28423,0.0889,0.32776,0.37292,0.62195,0.31311,0.14587,0.04072,0.19006,0.16032,0.01598,0.13901,0.27219,0.122,0.04664,0.32959,0.27039,0.50109,0.25147,0.04517
0.45533,0.34119,0.4187,0.0235,0.03708,0.15779,0.24177,0.00583,0.13245,0.30645,0.12321,0.31739,0.35156,0.57862,0.30762,0.06531,0.02477,0.17666,0.16245,0.03041,0.11992,0.26454,0.13185,0.043,0.31677,0.28076,0.51452,0.24475,0.07142
0.45411,0.34424,0.33387,0.01426,0.01905,0.14803,0.2361,0.0011,0.11515,0.29407,0.12649,0.24598,0.26672,0.47974,0.24414,-0.01282,0.02393,0.23023,0.1493,0.05413,0.15035,0.29114,0.07368,0.01749,0.24475,0.20996,0.4248,0.27405,-0.06286
0.43457,0.3595,0.34485,0.03652,0.04635,0.13658,0.30054,0.0645,0.06921,0.32978,0.14797,0.34241,0.39551,0.59205,0.45044,0.03967,0.03988,0.19624,0.16626,0.01598,0.14199,0.28167,0.10769,0.02332,0.22339,0.16541,0.40466,0.18433,-0.06713
0.41687,0.32654,0.35279,0.04407,0.03451,0.1141,0.29073,0.06267,0.06026,0.30353,0.13693,0.36133,0.42541,0.5896,0.46631,0.08118,0.02057,0.17254,0.18789,0.03144,0.11455,0.28349,0.15035,0.04008,0.18738,0.15747,0.42785,0.12024,-0.04699
0.43335,0.35096,0.33875,0.01721,0.02626,0.15397,0.25671,0.03352,0.1235,0.31374,0.16079,0.27161,0.24658,0.46814,0.21546,-0.05737,0.05457,0.1983,0.16584,0.0098,0.15363,0.28276,0.11097,0.04044,0.17761,0.09827,0.33691,0.10987,-0.13671
0.40955,0.31983,0.31433,0.00126,0.00103,0.16457,0.2495,0.00036,0.11634,0.31775,0.14349,0.23438,0.23621,0.47303,0.23499,-0.0592,0.05289,0.20551,0.13742,0.01134,0.15661,0.26345,0.10322,0.05393,0.24353,0.16663,0.36438,0.1532,-0.0769
0.39185,0.32044,0.41382,0.03946,0.00206,0.20614,0.22269,0.03279,0.14617,0.33451,0.10083,0.20142,0.25879,0.55542,0.25635,-0.00488,0.01091,0.19057,0.18959,0.01907,0.11813,0.2977,0.14438,0.02295,0.19836,0.1825,0.45532,0.15992,-0.04333
0.41016,0.3534,0.19776,0.01133,0.00515,0.16118,0.25259,0.00619,0.11634,0.31702,0.13812,0.13062,0.14709,0.37903,0.14099,-0.15198,0.05877,0.2189,0.16838,0.03918,0.16855,0.29952,0.09575,0.02332,0.13428,0.04883,0.29113,0.09522,-0.21057
0.39063,0.31678,0.22705,0.0021,0.01081,0.16415,0.2428,0.00583,0.12171,0.31265,0.13902,0.15198,0.15503,0.39124,0.14222,-0.13245,0.04198,0.22199,0.16584,0.00774,0.15841,0.29953,0.11217,0.03097,0.09949,0.03845,0.2771,0.04761,-0.22461
0.34852,0.30579,0.17762,0.04156,0.06851,0.15821,0.28146,0.01239,0.07159,0.33488,0.19241,0.12146,0.06103,0.2887,0.14222,-0.27222,0.06464,0.18851,0.17644,0.01908,0.15512,0.28494,0.11305,0.04263,0.00793,-0.08606,0.16784,-0.06347,-0.30944
0.30884,0.26429,0.15442,0.02224,0.02112,0.19088,0.2696,0.03425,0.12201,0.35456,0.14021,0.04212,0.07446,0.34913,0.09949,-0.24475,0.07304,0.19572,0.17729,0.04434,0.16526,0.29078,0.09903,0.03206,0.00549,-0.10071,0.15441,-0.04821,-0.33264
0.30945,0.26062,0.12513,0.04743,0.00413,0.19256,0.25517,0.0441,0.13304,0.3458,0.11395,-0.03418,0.03479,0.31189,0.03968,-0.26733,0.0701,0.23074,0.14718,0.05981,0.18346,0.28968,0.06891,0.01858,0.08728,-0.01465,0.19714,0.05616,-0.28808
0.29236,0.25574,0.11963,0.02351,0.02318,0.21165,0.24847,0.03681,0.13543,0.35747,0.12708,-0.05371,-0.01953,0.28504,0.00794,-0.31372,0.05289,0.22148,0.18959,0.04588,0.16586,0.31956,0.10679,0.01348,-0.04883,-0.12573,0.14709,-0.07141,-0.38818
0.25696,0.22339,0.05738,0.02182,0.05151,0.21463,0.26291,0.05539,0.12112,0.37023,0.13663,-0.11169,-0.07996,0.22889,-0.01892,-0.39124,0.03736,0.23435,0.21631,0.06649,0.16228,0.35163,0.11366,0.01457,-0.12634,-0.18066,0.13061,-0.10193,-0.45837
0.13977,0.13001,-0.12512,0.05205,0.17976,0.19596,0.34023,0.17236,0.03371,0.40885,0.1599,-0.22705,-0.15137,0.13062,0.06165,-0.5542,0.06842,0.24878,0.19892,0.09898,0.19271,0.3469,0.08263,0.01057,-0.23499,-0.33447,-0.04822,-0.21728,-0.62927
0.11292,0.11902,-0.16601,0.01721,0.171,0.13446,0.36394,0.10604,0.00447,0.37277,0.22284,-0.1593,-0.18433,0.00916,0.01831,-0.61523,0.07514,0.27504,0.1985,0.14125,0.21269,0.36511,0.05787,0.03462,-0.24964,-0.35889,-0.07325,-0.19165,-0.68481
0.01343,0.05616,-0.27771,0.01302,0.13289,0.22819,0.31188,0.08271,0.08353,0.4165,0.18973,-0.37902,-0.39795,-0.06958,-0.24048,-0.76721,0.11166,0.26577,0.21546,0.17372,0.23328,0.37313,0.05101,0.02587,-0.39307,-0.55542,-0.24537,-0.34973,-0.87036
0.20386,0.19898,0.00489,0.00924,0.07418,0.18069,0.27785,0.04445,0.08413,0.35164,0.16736,-0.06347,-0.07691,0.18311,0.01099,-0.40588,0.07724,0.24569,0.19001,0.10155,0.19718,0.33706,0.07487,0.00474,-0.08606,-0.19836,0.07507,-0.07812,-0.4895
0.20997,0.17884,0.03601,0.00587,0.06851,0.19893,0.26445,0.05356,0.10023,0.35783,0.14886,-0.12573,-0.11719,0.16907,-0.03601,-0.4303,0.02854,0.23486,0.21716,0.12579,0.15631,0.35272,0.07995,0.06414,-0.14649,-0.18799,0.12451,-0.03906,-0.4663
0.24537,0.21912,0.06348,0.03861,0.13495,0.15482,0.31806,0.12899,0.03073,0.35783,0.15662,-0.06591,-0.00977,0.21302,0.15015,-0.38635,0.03526,0.2019,0.22479,0.01392,0.14199,0.33596,0.15005,0.02077,-0.08667,-0.13794,0.18554,-0.12146,-0.37719
0.65552,0.53101,0.59998,0.01805,0.03193,0.17687,0.20105,0.00693,0.14289,0.29407,0.10352,0.35157,0.37781,0.63233,0.33997,0.13977,0.04827,0.1437,0.17136,0.01804,0.11754,0.24888,0.13096,0.05466,0.36072,0.29053,0.53711,0.26917,0.12024
0.63294,0.53406,0.5896,0.0298,0.07313,0.16245,0.2165,0.02587,0.15661,0.2926,0.10411,0.41687,0.4602,0.69397,0.37354,0.20386,0.02812,0.16585,0.16457,0.05671,0.11604,0.25871,0.14856,0.0645,0.41626,0.37537,0.61218,0.30823,0.17884
0.67749,0.54139,0.5127,0.02519,0.04274,0.17221,0.2397,0.05211,0.14587,0.31739,0.15662,0.42481,0.38818,0.63599,0.33753,0.10437,0.07262,0.188,0.13954,0.00309,0.16049,0.25288,0.09635,0.06085,0.30884,0.20325,0.40405,0.20691,-0.01953
0.65674,0.5542,0.56214,0.01847,0.0309,0.16033,0.25672,0.0379,0.13066,0.31921,0.16169,0.4889,0.46204,0.69275,0.42542,0.15808,0.01385,0.16636,0.18322,0.04382,0.1062,0.2751,0.15422,0.043,0.30701,0.28687,0.55053,0.23499,0.08973
0.66224,0.5365,0.54444,0.04869,0.0242,0.17814,0.24796,0.05939,0.13931,0.32832,0.17809,0.52002,0.44922,0.70557,0.42054,0.15564,0.0529,0.1782,0.15142,0.02989,0.1408,0.25616,0.12379,0.06704,0.3418,0.26489,0.48278,0.2295,0.05372
0.63904,0.5127,0.54932,0.01553,0.03966,0.16033,0.22579,0.01458,0.13573,0.29734,0.11963,0.40711,0.42969,0.6604,0.38269,0.16235,0.06632,0.17512,0.13742,0.04227,0.14856,0.24195,0.12111,0.08745,0.4248,0.32837,0.52612,0.27832,0.12085
0.58045,0.47181,0.47547,0.00252,0.00257,0.12555,0.25878,0.00401,0.08681,0.29079,0.14797,0.42969,0.43335,0.61402,0.4364,0.12695,0.04113,0.1607,0.13912,0.04176,0.12231,0.23321,0.12201,0.06522,0.33142,0.27161,0.4718,0.22217,0.08118
0.59143,0.47181,0.5127,0.02687,0.04017,0.21929,0.22682,0.05174,0.1775,0.34872,0.15035,0.4242,0.38513,0.70069,0.33753,0.11658,0.04155,0.14318,0.17093,0.00773,0.11246,0.24814,0.12469,0.04153,0.30334,0.24292,0.48889,0.23377,0.07325
0.66773,0.52735,0.50721,0.02308,0.05408,0.18663,0.23764,0.01822,0.16258,0.32832,0.12112,0.35706,0.39062,0.65918,0.32654,0.10925,0.05541,0.15554,0.16754,0.05361,0.12947,0.25398,0.14886,0.08599,0.31128,0.23071,0.4718,0.16724,0.04639
0.6482,0.52613,0.48828,0.04072,0.02008,0.18705,0.24589,0.04956,0.14319,0.33451,0.17123,0.44861,0.3894,0.65857,0.3656,0.09827,0.0382,0.15966,0.17178,0.0402,0.11962,0.26053,0.14408,0.06158,0.24963,0.19409,0.44128,0.14649,0.00489
0.59327,0.47303,0.50537,0.03526,0.05666,0.18069,0.20981,0.00947,0.1599,0.30353,0.09635,0.34668,0.39795,0.65796,0.33081,0.14954,0.03316,0.137,0.16965,0.04433,0.10291,0.24267,0.14498,0.06012,0.26489,0.21668,0.46081,0.16419,0.05433
0.62623,0.50477,0.52796,0.05037,0.05666,0.21972,0.25156,0.00364,0.18735,0.36658,0.10978,0.42908,0.50232,0.81849,0.43518,0.20447,0.06801,0.16894,0.17305,0.01494,0.14617,0.26819,0.13036,0.06959,0.3125,0.21362,0.46264,0.19593,0.01343
0.55787,0.44556,0.41321,0.0403,0.0103,0.12513,0.28353,0.0277,0.08204,0.30792,0.19272,0.41993,0.36133,0.54139,0.37354,0.02563,0.08731,0.18954,0.14421,0.02525,0.17182,0.25798,0.11604,0.09364,0.33813,0.21118,0.4187,0.18128,-0.01342
0.57984,0.47181,0.46021,0.01343,0.02678,0.15525,0.24383,0.00729,0.1247,0.30573,0.13156,0.35096,0.37048,0.59388,0.33875,0.08179,0.06002,0.14731,0.19637,0.04949,0.12797,0.27292,0.16675,0.08709,0.26977,0.1825,0.46508,0.1239,0.00794
0.56031,0.45044,0.37964,0.01721,0.02987,0.16372,0.23713,0.0062,0.13245,0.30827,0.125,0.3064,0.33142,0.56702,0.29602,0.05066,0.0382,0.22921,0.11197,0.02835,0.1599,0.25835,0.06234,0.01312,0.32471,0.26917,0.43029,0.30274,-0.00244
0.56336,0.46143,0.3888,0.02014,0.01648,0.14803,0.24125,0.00583,0.11366,0.29771,0.12529,0.32105,0.35034,0.56336,0.33081,0.0647,0.05877,0.17718,0.14251,0.01907,0.14438,0.24778,0.11127,0.0645,0.23987,0.15442,0.35949,0.13184,-0.05554
0.54383,0.43458,0.4834,0.04323,0.04738,0.18705,0.22218,0.00401,0.159,0.31775,0.09785,0.31739,0.38025,0.64942,0.3241,0.11719,0.05079,0.1643,0.15863,0.07113,0.13126,0.25252,0.15273,0.09437,0.33508,0.26123,0.4895,0.17701,0.06653
0.71106,0.5774,0.59388,0.03442,0.01854,0.17475,0.21703,0.01676,0.13365,0.30354,0.10113,0.36499,0.41504,0.66651,0.39307,0.15808,0.0298,0.16842,0.15694,0.0402,0.11872,0.25398,0.13364,0.05429,0.41076,0.36743,0.59326,0.31983,0.16785
0.71595,0.57679,0.53589,0.00839,0.06129,0.15185,0.22424,0.03608,0.1423,0.28896,0.1238,0.41993,0.43213,0.65064,0.3595,0.16663,0.05247,0.18954,0.1336,0.06443,0.14707,0.24887,0.13125,0.09109,0.43396,0.35767,0.54992,0.28138,0.13306
0.66346,0.54383,0.44678,0.01301,0.04481,0.15991,0.22785,0.02041,0.13842,0.29844,0.12261,0.41321,0.43213,0.66224,0.37903,0.16235,0.05708,0.21066,0.13827,0.03712,0.16258,0.26782,0.07577,0.02331,0.35705,0.27405,0.47302,0.318,0.02442
0.67322,0.55176,0.52857,0.03442,0.0685,0.18578,0.2263,0.01859,0.17034,0.31957,0.1065,0.40772,0.45776,0.7251,0.37659,0.18982,0.04449,0.14988,0.15778,0.00103,0.11843,0.24159,0.11038,0.03789,0.33996,0.27527,0.50232,0.27649,0.09766
0.58716,0.47242,0.47974,0.02979,0.06489,0.1404,0.22476,0.02005,0.13633,0.27949,0.10889,0.36622,0.40954,0.61158,0.33264,0.14343,0.05918,0.17615,0.15354,0.01804,0.14408,0.25653,0.11843,0.06413,0.35644,0.27039,0.49133,0.24903,0.06165
0.61646,0.51514,0.51392,0.04155,0.06592,0.16839,0.20929,0.01057,0.15662,0.29261,0.09159,0.36622,0.42663,0.66895,0.34851,0.17883,0.03988,0.17152,0.12978,0.00567,0.12768,0.23284,0.09456,0.03862,0.31311,0.25513,0.44189,0.24842,0.05188
0.56702,0.46021,0.40222,0.03484,0.03554,0.13743,0.26342,0.05539,0.07607,0.30427,0.12768,0.34729,0.39795,0.59571,0.44007,0.08606,0.04869,0.15709,0.14506,0.02062,0.12559,0.23576,0.11395,0.05684,0.25085,0.18005,0.38879,0.15564,-0.0061
0.60975,0.47913,0.55054,0.01595,0.02627,0.17263,0.23868,0.00474,0.13663,0.31703,0.12679,0.37293,0.39612,0.64454,0.36499,0.11352,0.03568,0.13752,0.18748,0.05773,0.105,0.25835,0.16526,0.07178,0.30151,0.24963,0.51941,0.18128,0.08667
0.57129,0.46631,0.49134,0.03736,0.03039,0.1879,0.22321,0.01093,0.14976,0.31921,0.10262,0.36072,0.41504,0.68543,0.37903,0.15076,0.02897,0.15709,0.19172,0.02319,0.11157,0.27584,0.14826,0.04154,0.27466,0.23254,0.50842,0.20508,0.04639
0.57556,0.48401,0.46631,0.01637,0.04687,0.17263,0.21547,0.01895,0.14856,0.30062,0.11306,0.38025,0.40405,0.65247,0.34851,0.14893,0.04995,0.19727,0.15354,0.02011,0.14975,0.27146,0.09635,0.02915,0.31616,0.24353,0.46447,0.26734,0.00977
0.59814,0.49866,0.3949,0.01595,0.03399,0.19554,0.22889,0.0102,0.15721,0.32978,0.12112,0.23804,0.26123,0.54261,0.22095,-0.00977,0.05624,0.20397,0.18068,0.02166,0.1581,0.29952,0.11455,0.03352,0.2008,0.11902,0.37902,0.14466,-0.12268
0.59692,0.50659,0.38697,0.01427,0.01803,0.15949,0.25981,0.00036,0.12261,0.32067,0.14021,0.27283,0.29358,0.52308,0.27222,-0.01404,0.05625,0.18336,0.18238,0.00774,0.14617,0.28641,0.1238,0.04336,0.22034,0.13855,0.401,0.14771,-0.07873
0.59204,0.48462,0.44068,0.00713,0.02008,0.18621,0.24383,0.00801,0.14259,0.33232,0.13603,0.29419,0.30456,0.57251,0.28077,0.01587,0.06801,0.18954,0.1722,0.00568,0.1581,0.28203,0.11783,0.05502,0.25879,0.15991,0.40771,0.16663,-0.06469
0.53527,0.43884,0.33387,0.06338,0.06387,0.15567,0.33043,0.1002,0.07249,0.36731,0.14618,0.33387,0.42602,0.65003,0.50171,0.03479,0.01972,0.21427,0.1828,0.02629,0.13812,0.30863,0.11335,0.00146,0.17944,0.15076,0.41381,0.18189,-0.10315
